SYMBOL,EXCHANGE,SERIES,ISIN,DATE,CMP,OPEN,HIGH,LOW,PREV_CLOSE,CHANGE_PCT,VWAP,VOLUME,TURNOVER,AVG_VOL_20D,VOL_SPIKE_RATIO,DELIV_PER,EMA_50,EMA_200,DIST_FROM_EMA50_PCT,DIST_FROM_EMA200_PCT,EMA_GOLDEN_CROSS,RSI_14,HIGH_52W,LOW_52W,DIST_FROM_52W_HIGH_PCT,DIST_FROM_52W_LOW_PCT,DAYS_OF_HISTORY,RETURN_1D_PCT,RETURN_1W_PCT,RETURN_1M_PCT,RETURN_3M_PCT,RETURN_6M_PCT,RETURN_1Y_PCT,IS_SME
SUBEXLTD,NSE,BE,INE754A01055,2026-07-22,12.69,12.84,12.93,12.5,12.84,-1.17,12.66,356155,4510060.14,1272369.0,0.28,,11.61,11.08,9.27,14.49,True,57.38,14.17,6.68,-10.44,89.97,215,-1.17,-4.94,6.64,37.49,22.02,,False
SUBROS,NSE,EQ,INE287B01021,2026-07-22,794.9,808.35,809.4,788.0,802.45,-0.94,793.9,27021,21452043.05,103541.0,0.26,,786.46,817.09,1.07,-2.72,False,48.05,1194.2,635.25,-33.44,25.13,215,-0.94,-2.35,-7.14,1.22,-4.23,,False
SUDARCOLOR,NSE,EQ,INE492A01029,2026-07-22,360.85,367.0,367.0,354.05,364.85,-1.1,361.0,7957,2872470.75,6263.0,1.27,,361.67,367.35,-0.23,-1.77,False,47.25,399.25,272.25,-9.62,32.54,123,-1.1,-3.22,-0.35,2.24,,,False
SUDARSCHEM,NSE,EQ,INE659A01023,2026-07-22,1030.4,1054.6,1061.2,1022.35,1054.6,-2.29,1037.81,92535,96033807.3,284692.0,0.33,,943.66,998.14,9.19,3.23,False,62.42,1523.8,747.6,-32.38,37.83,215,-2.29,-3.66,13.66,21.0,12.78,,False
SUDEEPPHRM,NSE,EQ,INE0QPI01025,2026-07-22,849.8,870.0,872.2,845.0,869.95,-2.32,856.66,106797,91488323.3,177557.0,0.6,,790.18,723.12,7.55,17.52,True,55.37,883.35,530.0,-3.8,60.34,158,-2.32,0.25,2.24,29.11,36.76,,False
SUKHJITS,NSE,EQ,INE450E01029,2026-07-22,163.94,160.23,166.81,160.22,159.81,2.58,163.87,7281,1193112.91,10436.0,0.7,,173.44,172.62,-5.47,-5.03,True,41.49,216.65,140.64,-24.33,16.57,215,2.58,-0.5,-7.72,-10.2,-7.8,,False
SULA,NSE,EQ,INE142Q01026,2026-07-22,148.55,150.02,150.02,147.9,150.02,-0.98,148.51,223469,33188266.27,173791.0,1.29,,155.85,185.15,-4.68,-19.77,False,37.12,287.67,139.34,-48.36,6.61,215,-0.98,-0.09,-6.22,-15.49,-24.09,,False
SUMEET-RE,NSE,BE,INE235C20010,2026-07-15,2.33,2.54,2.7,2.26,2.5,-6.8,2.39,52105044,124552804.63,8744702.0,5.96,,5.78,7.73,-59.71,-69.85,False,1.24,8.6,2.26,-72.91,3.1,17,-6.8,-2.1,,,,,False
SUMEETINDS,NSE,EQ,INE235C01036,2026-07-22,31.87,31.87,31.87,31.87,33.54,-4.98,31.87,35386,1127751.82,7573387.0,0.0,,30.1,44.52,5.86,-28.41,False,54.99,181.3,22.2,-82.42,43.56,215,-4.98,-3.37,17.51,6.13,12.02,,False
SUMICHEM,NSE,EQ,INE258G01013,2026-07-22,531.2,541.8,542.05,522.65,540.4,-1.7,531.22,294276,156324296.6,2339898.0,0.13,,479.36,470.62,10.81,12.87,True,63.56,601.8,364.45,-11.73,45.75,215,-1.7,-1.61,21.03,20.74,20.21,,False
SUMIT,NSE,BE,INE748Z01013,2026-07-22,53.91,54.95,54.96,52.0,52.35,2.98,54.46,123576,6729489.57,100843.0,1.23,,46.04,57.06,17.09,-5.52,False,74.37,100.39,32.42,-46.3,66.29,215,2.98,7.95,34.04,-7.96,-3.66,,False
SUMMITSEC,NSE,EQ,INE519C01017,2026-07-22,1464.1,1496.4,1511.9,1440.8,1500.4,-2.42,1475.25,1723,2541853.7,2675.0,0.64,,1539.4,1738.19,-4.89,-15.77,False,38.4,2426.5,1318.8,-39.66,11.02,215,-2.42,-2.74,-6.85,-11.99,-19.13,,False
SUNCLAY,NSE,EQ,INE0Q3R01026,2026-07-22,1354.6,1340.5,1374.9,1340.5,1352.5,0.16,1354.44,1657,2244312.4,6344.0,0.26,,1358.01,1393.36,-0.25,-2.78,False,48.87,1788.6,1134.2,-24.26,19.43,215,0.16,-2.72,1.39,-11.34,9.07,,False
SUNDARAM,NSE,EQ,INE108E01023,2026-07-22,1.26,1.26,1.29,1.25,1.27,-0.79,1.26,499644,632024.01,319076.0,1.57,,1.33,1.53,-5.23,-17.6,False,37.67,2.06,1.12,-38.83,12.5,215,-0.79,0.0,-7.35,-12.5,-28.81,,False
SUNDARMFIN,NSE,EQ,INE660A01013,2026-07-22,4420.0,4472.6,4472.6,4380.0,4472.6,-1.18,4418.42,39053,172552427.9,74486.0,0.52,,4523.65,4692.93,-2.29,-5.82,False,44.77,5581.5,4069.1,-20.81,8.62,215,-1.18,-1.91,-2.63,-11.15,-14.41,,False
SUNDARMHLD,NSE,EQ,INE202Z01029,2025-10-15,684.25,694.0,694.0,666.95,690.4,-0.89,681.1,147641,100558251.9,505211.0,0.29,,577.44,516.49,18.5,32.48,True,80.09,690.4,485.55,-0.89,40.92,28,-0.89,5.03,12.66,,,,False
SUNDRMBRAK,NSE,BE,INE073D01013,2026-07-22,796.95,824.5,824.5,781.5,800.7,-0.47,801.62,423,339084.55,1357.0,0.31,,757.15,701.08,5.26,13.67,True,50.88,854.65,465.05,-6.75,71.37,215,-0.47,-5.22,-5.94,28.29,22.98,,False
SUNDRMFAST,NSE,EQ,INE387A01021,2026-07-22,952.25,956.0,963.0,946.05,964.95,-1.32,952.11,37161,35381415.9,116216.0,0.32,,902.37,905.39,5.53,5.18,False,61.48,1055.2,749.05,-9.76,27.13,215,-1.32,-0.81,6.98,14.01,2.59,,False
SUNDROP,NSE,EQ,INE209A01019,2026-07-22,651.85,645.0,659.9,635.0,642.7,1.42,649.82,20773,13498749.55,20432.0,1.02,,649.48,686.44,0.37,-5.04,False,52.81,847.6,560.85,-23.09,16.23,215,1.42,2.46,-0.45,0.17,-3.11,,False
SUNFLAG,NSE,EQ,INE947A01014,2026-07-22,350.25,361.1,361.2,348.05,360.05,-2.72,353.96,119979,42467571.6,192526.0,0.62,,342.61,299.38,2.23,16.99,True,51.04,415.85,194.1,-15.77,80.45,215,-2.72,0.92,-2.19,25.26,36.31,,False
SUNLITE,NSE,ST,INE0U2N01013,2026-07-22,416.0,421.8,425.95,415.55,417.95,-0.47,420.49,6600,2775240.0,10845.0,0.61,,437.78,363.53,-4.97,14.43,True,39.22,565.85,158.15,-26.48,163.04,213,-0.47,-5.28,-6.88,-14.88,10.36,,True
SUNPHARMA,NSE,EQ,INE044A01036,2026-07-22,1943.0,1938.0,1951.8,1925.2,1961.9,-0.96,1940.48,1718430,3334574331.5,1972885.0,0.87,,1866.78,1768.03,4.08,9.9,True,61.52,1961.9,1581.0,-0.96,22.9,215,-0.96,-0.44,4.3,16.68,12.4,,False
SUNREST,NSE,SM,INE0PLZ01012,2026-07-16,35.0,35.0,35.0,35.0,35.6,-1.69,35.0,1600,56000.0,3760.0,0.43,,37.03,42.5,-5.49,-17.64,False,48.21,49.65,30.05,-29.51,16.47,109,-1.69,3.24,-3.45,4.48,,,True
SUNREST-RE,NSE,ST,INE0PLZ20012,2026-04-27,0.3,0.35,0.35,0.3,0.35,-14.29,0.3,32000,9680.0,20114.0,1.59,,1.11,1.39,-72.94,-78.35,False,,1.5,0.3,-80.0,0.0,14,-14.29,-25.0,,,,,True
SUNTECH,NSE,ST,INE0SGZ01016,2026-07-22,28.7,29.2,29.2,28.7,30.0,-4.33,28.97,25600,741680.0,27600.0,0.93,,34.91,41.81,-17.79,-31.36,False,33.21,65.75,28.7,-56.35,0.0,209,-4.33,-9.89,-23.87,-31.91,-34.77,,True
SUNTECK,NSE,EQ,INE805D01034,2026-07-22,290.7,315.4,319.0,289.25,315.0,-7.71,298.3,908279,270943803.1,356057.0,2.55,,315.64,358.41,-7.9,-18.89,False,37.38,462.95,273.2,-37.21,6.41,215,-7.71,-7.27,-10.13,-14.78,-30.87,,False
SUNTV,NSE,EQ,INE424H01027,2026-07-22,490.8,496.0,498.8,489.8,494.35,-0.72,492.85,79598,39229641.6,208418.0,0.38,,518.73,549.67,-5.38,-10.71,False,36.72,652.45,486.7,-24.78,0.84,215,-0.72,-0.92,-6.46,-23.91,-11.89,,False
SUPERHOUSE,NSE,EQ,INE712B01010,2026-07-22,164.38,173.5,174.5,162.7,170.44,-3.56,166.89,48911,8162625.29,29064.0,1.68,,156.74,153.93,4.87,6.79,True,55.17,188.29,129.65,-12.7,26.79,215,-3.56,6.42,4.74,8.03,18.24,,False
SUPERSPIN,NSE,BE,INE662A01027,2026-07-22,5.34,5.23,5.34,5.23,5.24,1.91,5.33,3384,18029.84,17708.0,0.19,,5.27,6.51,1.42,-17.94,False,54.15,9.67,3.87,-44.78,37.98,215,1.91,4.71,4.71,-6.32,-33.25,,False
SUPRAJIT,NSE,EQ,INE399C01030,2026-07-22,486.8,490.0,495.7,484.3,488.9,-0.43,489.4,75050,36729421.9,151553.0,0.5,,468.09,451.03,4.0,7.93,True,54.65,509.0,397.25,-4.36,22.54,215,-0.43,-1.69,2.23,15.33,6.07,,False
SUPREME,NSE,EQ,INE822E01011,2026-07-22,44.73,45.25,45.8,44.5,45.31,-1.28,44.97,24915,1120519.06,101318.0,0.25,,47.91,58.5,-6.63,-23.54,False,40.99,96.68,44.13,-53.73,1.36,215,-1.28,-5.25,-4.24,-17.47,-28.61,,False
SUPREMEENG,NSE,BZ,INE319Z01021,2026-07-22,1.86,1.86,1.86,1.86,1.83,1.64,1.86,148693,276568.98,113328.0,1.31,,1.39,1.16,34.1,60.79,True,95.51,1.86,0.72,0.0,158.33,165,1.64,8.77,40.91,57.63,47.62,,False
SUPREMEIND,NSE,EQ,INE195A01028,2026-07-22,3452.8,3390.0,3466.0,3368.1,3399.1,1.58,3418.4,110536,377856103.5,251449.0,0.44,,3456.75,3720.91,-0.11,-7.21,False,53.78,4593.9,3157.8,-24.84,9.34,215,1.58,-0.14,-3.76,-5.83,-0.35,,False
SUPREMEINF,NSE,EQ,INE550H01011,2026-07-22,89.78,88.7,92.82,87.22,88.35,1.62,90.06,424070,38193307.51,251480.0,1.69,,79.91,83.63,12.36,7.36,False,63.77,110.17,58.17,-18.51,54.34,215,1.62,11.99,19.07,24.69,6.51,,False
SUPREMEPWR,NSE,ST,INE0QHG01026,2026-07-22,209.25,214.5,215.95,206.1,215.95,-3.1,209.75,57500,12060625.0,45100.0,1.27,,229.92,211.6,-8.99,-1.11,True,35.06,280.15,137.05,-25.31,52.68,215,-3.1,-1.06,-18.23,-10.31,20.88,,True
SUPRIYA,NSE,EQ,INE07RO01027,2026-07-22,840.2,875.0,878.8,829.4,863.6,-2.71,844.74,202358,170939901.5,457185.0,0.44,,856.14,756.08,-1.86,11.13,True,43.65,1052.5,553.35,-20.17,51.84,215,-2.71,-1.43,-9.41,35.35,13.76,,False
SURAJEST,NSE,EQ,INE843S01025,2026-07-22,194.33,196.0,200.27,193.0,195.56,-0.63,194.75,26718,5203282.28,70060.0,0.38,,203.7,230.9,-4.6,-15.84,False,41.13,305.4,175.23,-36.37,10.9,215,-0.63,-2.31,-0.49,-19.76,-17.67,,False
SURAJLTD,NSE,EQ,INE713C01016,2026-07-22,226.17,228.99,231.9,220.0,229.0,-1.24,226.73,388,87969.98,1506.0,0.26,,230.46,249.01,-1.86,-9.17,False,47.31,345.1,216.0,-34.46,4.71,215,-1.24,0.53,-1.49,-8.11,-6.15,,False
SURAKSHA,NSE,EQ,INE877V01027,2026-07-22,259.6,262.0,263.7,254.6,261.0,-0.54,259.84,24456,6354666.65,32284.0,0.76,,271.11,280.13,-4.25,-7.33,False,39.62,327.9,227.95,-20.83,13.88,215,-0.54,-0.69,-6.84,-8.0,-2.86,,False
SURANASOL,NSE,EQ,INE272L01022,2026-07-22,26.29,26.15,26.4,26.15,26.31,-0.08,26.29,17468,459247.99,45265.0,0.39,,26.3,27.1,-0.03,-3.0,False,49.59,36.71,18.78,-28.38,39.99,215,-0.08,3.3,-3.27,3.59,0.96,,False
SURANAT&P,NSE,EQ,INE130B01031,2026-07-22,18.04,17.83,18.41,17.7,17.83,1.18,18.02,67990,1225394.19,75394.0,0.9,,18.56,19.47,-2.81,-7.34,False,42.47,28.42,15.73,-36.52,14.69,215,1.18,-0.44,-8.19,-4.8,-6.82,,False
SURANI,NSE,SM,INE01ZJ01015,2026-07-22,98.5,101.5,101.65,98.5,100.7,-2.18,101.39,4600,466390.0,5090.0,0.9,,110.39,95.62,-10.77,3.02,True,37.24,140.0,48.0,-29.64,105.21,194,-2.18,-3.24,-14.35,-20.11,64.17,,True
SURYALA,NSE,EQ,INE132C01027,2026-07-22,431.1,421.15,437.45,421.0,425.55,1.3,431.95,1306,564121.2,1397.0,0.93,,424.98,386.1,1.44,11.65,True,48.47,481.95,336.0,-10.55,28.3,65,1.3,-0.9,-9.15,16.61,,,False
SURYALAXMI,NSE,EQ,INE713B01026,2026-07-22,55.79,57.52,58.99,55.33,57.52,-3.01,56.57,1576,89154.58,14246.0,0.11,,58.4,58.74,-4.46,-5.02,False,39.92,67.24,43.11,-17.03,29.41,215,-3.01,-3.96,-5.87,-6.08,-2.11,,False
SURYAROSNI,NSE,EQ,INE335A01020,2026-07-22,235.5,238.2,241.25,232.8,238.1,-1.09,234.78,347369,81556913.05,548690.0,0.63,,249.68,254.07,-5.68,-7.31,False,32.82,305.45,188.08,-22.9,25.21,215,-1.09,-4.17,-10.64,-0.8,-11.32,,False
SURYODAY,NSE,EQ,INE428Q01011,2026-07-22,181.27,191.5,191.54,179.79,190.41,-4.8,184.72,348844,64437538.94,538996.0,0.65,,172.75,150.73,4.93,20.26,True,51.93,191.57,116.44,-5.38,55.68,215,-4.8,-4.2,3.48,23.36,29.79,,False
SUTLEJTEX,NSE,BE,INE645H01027,2026-07-22,38.0,38.4,39.0,38.0,38.4,-1.04,38.15,7985,304624.21,43633.0,0.18,,37.09,35.09,2.45,8.3,True,51.3,40.36,24.18,-5.85,57.15,215,-1.04,2.67,1.74,4.94,31.31,,False
SUULD,NSE,BZ,INE591Q01016,2025-12-29,1.57,1.43,1.57,1.43,1.5,4.67,1.51,114757,172858.75,96199.0,1.19,,1.85,1.94,-15.14,-18.88,False,45.99,2.01,1.5,-21.89,4.67,17,4.67,-7.65,,,,,False
SUVEN,NSE,EQ,INE495B01038,2026-07-22,319.35,339.3,340.55,312.65,340.45,-6.2,323.37,863448,279210343.15,2010807.0,0.43,,284.77,223.5,12.14,42.88,True,53.01,359.55,126.65,-11.18,152.15,215,-6.2,-10.32,20.49,51.71,108.56,,False
SUVIDHAA,NSE,EQ,INE018401013,2026-07-22,2.54,2.57,2.58,2.5,2.51,1.2,2.55,38645,98431.81,98167.0,0.39,,2.69,3.12,-5.51,-18.69,False,40.46,4.17,2.26,-39.09,12.39,215,1.2,0.0,-8.96,-16.17,-26.8,,False
SUYOG,NSE,EQ,INE442P01014,2026-07-22,851.75,835.05,854.95,826.2,841.35,1.24,843.85,14271,12042547.35,47978.0,0.3,,810.58,746.66,5.08,14.07,True,55.09,901.4,535.2,-5.51,59.15,215,1.24,-2.44,3.76,10.02,53.36,,False
SUZLON,NSE,EQ,INE040H01021,2026-07-22,53.01,53.16,53.7,52.33,53.17,-0.3,52.98,55827250,2957865775.82,61056651.0,0.91,,54.11,52.69,-2.03,0.61,True,41.93,60.4,39.56,-12.24,34.0,215,-0.3,1.13,-10.62,-0.17,8.87,,False
SVLL,NSE,BE,INE00CE01017,2026-07-22,754.0,753.5,760.0,753.5,768.85,-1.93,753.91,10070,7591914.5,39033.0,0.26,,679.84,665.16,10.91,13.36,True,59.9,849.15,479.9,-11.21,57.12,214,-1.93,11.03,7.08,27.77,12.16,,False
SVPGLOB,NSE,BE,INE308E01029,2026-07-22,3.94,3.8,3.98,3.65,3.81,3.41,3.78,7704,29125.82,31572.0,0.24,,3.82,3.64,3.09,8.16,True,52.79,6.89,2.24,-42.82,75.89,215,3.41,1.55,-2.48,21.98,8.54,,False
SWANCORP,NSE,EQ,INE665A01038,2026-07-22,309.2,310.0,313.95,306.55,310.15,-0.31,310.57,759951,236021641.65,952665.0,0.8,,321.53,370.61,-3.83,-16.57,False,42.59,489.1,300.0,-36.78,3.07,215,-0.31,-1.79,-5.36,-10.98,-26.59,,False
SWANDEF,NSE,BE,INE542F01020,2026-07-22,2399.6,2345.0,2413.0,2330.1,2321.7,3.36,2378.54,19552,46505301.3,18807.0,1.04,,2110.06,1526.1,13.72,57.24,True,68.75,2399.6,498.6,0.0,381.27,130,3.36,6.96,14.11,27.59,315.8,,False
SWARAJ,NSE,SM,INE0GMR01016,2026-07-22,361.8,361.0,373.0,358.15,363.75,-0.54,364.37,107000,38987575.0,146275.0,0.73,,299.31,261.15,20.88,38.54,True,75.67,363.75,162.2,-0.54,123.06,215,-0.54,-0.25,45.16,23.5,51.32,,True
SWARAJENG,NSE,EQ,INE277A01016,2026-07-22,3587.1,3619.9,3625.0,3565.0,3606.7,-0.54,3584.36,10535,37761231.0,25003.0,0.42,,3794.77,3823.86,-5.47,-6.19,False,30.96,4497.5,3308.9,-20.24,8.41,215,-0.54,-4.83,-9.53,-11.11,-0.41,,False
SWASTIK,NSE,ST,INE0DGC01025,2026-07-22,18.0,18.3,18.3,17.6,17.95,0.28,18.14,8400,152400.0,6540.0,1.28,,18.38,23.03,-2.07,-21.83,False,52.16,34.25,13.0,-47.45,38.46,177,0.28,10.43,-17.43,10.09,-24.21,,True
SWELECTES,NSE,EQ,INE409B01013,2026-07-22,607.15,607.05,614.8,605.9,609.45,-0.38,608.73,8636,5257001.3,19610.0,0.44,,628.59,647.23,-3.41,-6.19,False,41.71,934.25,496.45,-35.01,22.3,215,-0.38,-5.38,-3.95,-8.03,3.96,,False
SWIGGY,NSE,EQ,INE00H001014,2026-07-22,263.85,269.74,271.89,261.0,270.23,-2.36,265.89,7618640,2025743804.34,18879637.0,0.4,,262.81,314.55,0.4,-16.12,False,51.37,458.45,238.75,-42.45,10.51,215,-2.36,-2.31,3.61,-7.03,-24.69,,False
SWSOLAR,NSE,EQ,INE00M201021,2026-07-22,205.04,208.8,210.0,203.0,207.31,-1.09,205.38,1147746,235719414.78,2839703.0,0.4,,219.87,216.68,-6.75,-5.37,True,33.66,270.9,148.88,-24.31,37.72,215,-1.09,-14.36,-15.59,-2.14,1.19,,False
SYLVANPLY,NSE,SM,INE01IH01015,2026-07-21,55.1,55.1,55.1,55.1,58.0,-5.0,55.1,10000,551000.0,14100.0,0.71,,55.93,60.04,-1.48,-8.22,False,46.03,73.0,40.0,-24.52,37.75,142,-5.0,-8.09,2.04,17.86,-9.67,,True
SYMPHONY,NSE,EQ,INE225D01027,2026-07-22,694.2,702.1,702.1,690.0,699.85,-0.81,693.73,61517,42676227.45,91342.0,0.67,,713.58,798.52,-2.72,-13.06,False,46.53,957.75,661.4,-27.52,4.96,215,-0.81,-1.21,-1.42,-13.45,-23.31,,False
SYNCOMF,NSE,EQ,INE312C01025,2026-07-22,13.19,13.55,13.6,13.12,13.57,-2.8,13.25,1169006,15494259.64,1600165.0,0.73,,13.93,14.37,-5.3,-8.23,False,35.62,18.08,10.3,-27.05,28.06,215,-2.8,-4.63,-5.65,-3.37,1.31,,False
SYNGENE,NSE,EQ,INE398R01022,2026-07-22,406.4,415.25,415.4,404.55,413.25,-1.66,407.03,783812,319034950.25,930021.0,0.84,,434.6,498.86,-6.49,-18.53,False,32.51,670.8,389.9,-39.42,4.23,215,-1.66,-3.35,-8.34,-8.6,-35.5,,False
SYNOPTICS,NSE,ST,INE0BTR01012,2026-07-20,76.35,73.5,77.0,73.5,73.65,3.67,76.36,4200,320700.0,4530.0,0.93,,64.99,65.04,17.47,17.39,False,60.22,111.0,39.65,-31.22,92.56,180,3.67,-6.89,18.93,83.09,17.46,,True
SYRMA,NSE,EQ,INE0DYJ01015,2026-07-22,1363.5,1372.9,1390.0,1355.1,1374.4,-0.79,1372.75,479123,657717749.3,1180458.0,0.41,,1268.54,1007.0,7.49,35.4,True,51.95,1451.9,640.15,-6.09,113.0,215,-0.79,-2.93,2.04,38.29,93.35,,False
SYSTANGO,NSE,SM,INE0O7R01011,2026-07-22,216.75,218.05,219.0,216.0,219.8,-1.39,217.71,20800,4528440.0,15100.0,1.38,,230.64,251.38,-6.02,-13.78,False,41.06,397.9,213.45,-45.53,1.55,215,-1.39,-4.47,-6.93,-21.38,-27.34,,True
SYSTMTXC,NSE,BE,INE356B01024,2026-07-22,60.56,60.77,62.49,60.0,61.07,-0.84,60.6,7712,467334.81,6055.0,1.27,,65.71,90.44,-7.84,-33.04,False,36.0,168.67,52.65,-64.1,15.02,195,-0.84,-3.44,-9.58,-17.05,-42.85,,False
TAALTECH,NSE,EQ,INE524T01011,2026-07-22,3825.8,3927.4,3927.5,3802.0,3877.2,-1.33,3829.1,1382,5291813.7,5312.0,0.26,,3521.17,3175.19,8.65,20.49,True,55.65,4079.9,2656.9,-6.23,43.99,65,-1.33,-6.23,11.74,25.57,,,False
TAC,NSE,SM,INE0SOY01013,2026-07-22,504.7,478.0,504.7,478.0,480.7,4.99,499.75,127200,63568440.0,68150.0,1.87,,434.17,599.86,16.24,-15.86,False,71.24,1363.0,348.4,-62.97,44.86,215,4.99,4.71,29.61,-3.89,-27.87,,True
TAINWALCHM,NSE,EQ,INE123C01018,2026-07-22,203.11,211.9,211.9,201.61,207.65,-2.19,205.52,7356,1511806.96,25309.0,0.29,,203.01,198.25,0.05,2.45,True,47.82,232.0,158.19,-12.45,28.4,215,-2.19,-6.2,1.65,1.86,12.81,,False
TAJGVK,NSE,EQ,INE586B01026,2026-07-22,358.0,360.75,360.8,345.0,358.15,-0.04,353.32,84824,29970227.1,147226.0,0.58,,342.99,361.41,4.38,-0.94,False,56.42,485.05,284.95,-26.19,25.64,215,-0.04,-0.67,4.6,5.17,-12.97,,False
TAKE,NSE,EQ,INE142I01023,2026-07-22,20.64,20.7,21.15,20.3,20.31,1.62,20.66,1668448,34470723.51,362607.0,4.6,,27.3,29.97,-24.41,-31.13,False,30.17,50.14,10.36,-58.84,99.23,215,1.62,-0.48,-30.92,-58.0,-52.8,,False
TALBROAUTO,NSE,EQ,INE187D01029,2026-07-22,407.6,410.0,414.75,399.0,412.35,-1.15,406.55,104621,42533754.15,402286.0,0.26,,372.96,314.9,9.29,29.44,True,58.04,430.15,224.05,-5.24,81.92,215,-1.15,3.46,12.35,45.6,53.06,,False
TAMBOLIIN,NSE,BE,INE864J01012,2026-07-22,220.21,218.96,224.0,217.0,221.17,-0.43,220.53,1758,387688.67,16534.0,0.11,,201.62,180.7,9.22,21.87,True,58.26,228.89,150.05,-3.79,46.76,65,-0.43,-0.51,8.86,42.12,,,False
TANKUP,NSE,ST,INE0Z7N01017,2026-07-22,1123.7,1123.7,1123.7,1123.7,1146.6,-2.0,1123.7,500,561850.0,1025.0,0.49,,945.98,691.43,18.79,62.52,True,65.42,1170.0,368.85,-3.96,204.65,193,-2.0,0.33,12.37,128.09,62.11,,True
TANLA,NSE,EQ,INE483C01032,2026-07-22,561.6,566.5,569.8,555.0,564.55,-0.52,561.21,494751,277657241.95,676877.0,0.73,,533.21,538.81,5.32,4.23,False,55.66,753.7,377.45,-25.49,48.79,215,-0.52,-0.42,7.59,14.5,12.76,,False
TAPIFRUIT,NSE,SM,INE0M7001010,2026-07-21,50.0,50.0,50.0,50.0,47.7,4.82,50.0,750,37500.0,2475.0,0.3,,57.9,74.67,-13.64,-33.04,False,42.07,99.85,47.4,-49.92,5.49,102,4.82,0.0,-16.67,-26.47,,,True
TARACHAND,NSE,EQ,INE555Z01020,2026-07-22,55.48,56.88,56.88,55.1,56.43,-1.68,55.73,56065,3124725.62,80495.0,0.7,,57.33,63.55,-3.23,-12.69,False,44.05,94.78,53.74,-41.46,3.24,215,-1.68,-2.75,-3.38,-12.78,-24.1,,False
TARAPUR,NSE,EQ,INE747K01017,2026-07-22,17.56,18.02,18.39,17.4,17.94,-2.12,18.04,44021,793977.88,19674.0,2.24,,19.65,23.8,-10.64,-26.23,False,41.16,38.37,17.09,-54.24,2.75,215,-2.12,-2.34,-9.9,-26.43,-34.43,,False
TARC,NSE,EQ,INE0EK901012,2026-07-22,122.71,118.0,128.47,115.14,115.4,6.33,123.13,6561108,807846839.46,3806810.0,1.72,,126.12,138.66,-2.7,-11.5,False,48.49,182.57,111.59,-32.79,9.97,215,6.33,1.7,-5.35,-10.87,-29.87,,False
TARIL,NSE,EQ,INE763I01026,2026-07-22,307.15,317.9,324.0,304.7,316.85,-3.06,312.89,3225055,1009077473.55,3704698.0,0.87,,326.06,341.02,-5.8,-9.93,False,37.9,536.25,229.58,-42.72,33.79,215,-3.06,-8.93,-12.62,-7.85,13.21,,False
TARMAT,NSE,EQ,INE924H01018,2026-07-22,50.32,49.99,50.5,49.92,49.67,1.31,50.41,30851,1555238.01,12278.0,2.51,,50.8,52.24,-0.94,-3.67,False,52.07,71.14,47.48,-29.27,5.98,215,1.31,4.44,-4.48,-5.5,-6.87,,False
TARSONS,NSE,EQ,INE144Z01023,2026-07-22,306.25,316.9,316.9,303.0,312.05,-1.86,308.66,503839,155512892.9,1023826.0,0.49,,258.46,244.11,18.49,25.45,True,62.01,320.65,166.46,-4.49,83.98,215,-1.86,2.68,13.25,41.82,41.25,,False
TASTYBITE,NSE,EQ,INE488B01017,2026-07-22,8958.0,8981.0,9089.0,8851.0,9039.0,-0.9,8994.63,1443,12979254.5,6906.0,0.21,,8320.56,8108.23,7.66,10.48,True,59.26,9572.5,6453.5,-6.42,38.81,215,-0.9,-1.7,7.57,22.32,16.32,,False
TATACAP,NSE,EQ,INE976I01016,2026-07-22,347.35,350.55,351.0,343.9,350.55,-0.91,346.91,840599,291611680.65,2089111.0,0.4,,341.67,333.2,1.66,4.25,True,48.94,369.1,297.8,-5.89,16.64,190,-0.91,-2.87,-2.39,3.86,-0.37,,False
TATACHEM,NSE,EQ,INE092A01019,2026-07-22,691.65,691.3,711.0,685.0,690.65,0.14,696.72,582006,405492946.15,849786.0,0.68,,717.43,761.03,-3.59,-9.12,False,39.96,1005.15,583.25,-31.19,18.59,215,0.14,-0.97,-5.7,-2.27,-9.33,,False
TATACOMM,NSE,EQ,INE151A01013,2026-07-22,1761.4,1830.0,1854.0,1680.0,1818.8,-3.16,1748.57,1705525,2982222737.9,466293.0,3.66,,1842.81,1721.76,-4.42,2.3,True,32.63,2061.7,1347.9,-14.57,30.68,215,-3.16,-5.08,-14.57,16.39,1.31,,False
TATACONSUM,NSE,EQ,INE192A01025,2026-07-22,1094.9,1074.2,1099.4,1071.1,1081.5,1.24,1088.51,1519534,1654025788.9,1680390.0,0.9,,1117.64,1126.77,-2.03,-2.83,False,46.01,1271.0,1014.8,-13.86,7.89,215,1.24,0.87,-1.62,-4.12,-7.95,,False
TATAELXSI,NSE,EQ,INE670A01012,2026-07-22,3406.6,3456.0,3456.9,3400.0,3461.6,-1.59,3412.92,367148,1253047057.2,519857.0,0.71,,3919.52,4555.54,-13.09,-25.22,False,30.46,5853.0,3406.6,-41.8,0.0,215,-1.59,-3.23,-17.22,-26.75,-41.19,,False
TATAGOLD,NSE,EQ,INF277KA1976,2026-07-22,14.0,13.83,14.09,13.48,13.83,1.23,14.0,38467711,538418655.6,49009929.0,0.78,,14.17,13.67,-1.21,2.44,True,50.95,17.36,10.4,-19.35,34.62,215,1.23,2.34,-1.55,-4.7,2.49,,False
