SYMBOL,EXCHANGE,SERIES,ISIN,DATE,CMP,OPEN,HIGH,LOW,PREV_CLOSE,CHANGE_PCT,VWAP,VOLUME,TURNOVER,AVG_VOL_20D,VOL_SPIKE_RATIO,DELIV_PER,EMA_50,EMA_200,DIST_FROM_EMA50_PCT,DIST_FROM_EMA200_PCT,EMA_GOLDEN_CROSS,RSI_14,HIGH_52W,LOW_52W,DIST_FROM_52W_HIGH_PCT,DIST_FROM_52W_LOW_PCT,DAYS_OF_HISTORY,RETURN_1D_PCT,RETURN_1W_PCT,RETURN_1M_PCT,RETURN_3M_PCT,RETURN_6M_PCT,RETURN_1Y_PCT,IS_SME
20MICRONS,NSE,EQ,INE144J01027,2026-07-22,211.15,209.96,211.62,205.1,211.01,0.07,209.4,201717,42238667.86,224067.0,0.9,,193.07,191.84,9.37,10.07,True,65.31,231.41,133.14,-8.76,58.59,215,0.07,3.29,12.07,19.0,10.76,,False
21STCENMGM,NSE,EQ,INE253B01015,2026-07-22,35.68,35.01,35.68,35.0,34.99,1.97,35.46,2373,84147.51,3159.0,0.75,,33.01,38.06,8.09,-6.26,False,71.1,53.99,28.6,-33.91,24.76,215,1.97,9.85,5.41,5.84,-21.06,,False
360ONE,NSE,EQ,INE466L01038,2026-07-22,1093.6,1114.0,1128.0,1087.8,1119.7,-2.33,1101.15,913719,1006138800.0,1496155.0,0.61,,1098.5,1088.08,-0.45,0.51,True,47.56,1200.1,929.25,-8.87,17.69,215,-2.33,-0.46,-4.0,-1.33,-3.8,,False
3BBLACKBIO,NSE,EQ,INE994E01018,2026-07-22,1289.6,1280.0,1295.0,1260.9,1272.1,1.38,1281.38,9511,12187228.8,12821.0,0.74,,1225.72,1266.81,5.21,1.8,False,62.12,1388.05,1102.8,-7.09,16.94,65,1.38,1.53,7.23,-7.09,,,False
3IINFO-RE,NSE,BE,INE748C20012,2025-10-20,1.28,1.54,1.54,1.21,1.51,-15.23,1.31,677228,884372.53,799281.0,0.85,,2.34,2.53,-45.27,-49.46,False,,2.61,1.28,-50.96,0.0,10,-15.23,-32.63,,,,,False
3IINFOLTD,NSE,EQ,INE748C01038,2026-07-22,19.97,19.2,20.14,19.08,19.12,4.45,19.68,2164128,42584636.35,547003.0,3.96,,17.63,17.67,13.26,13.01,False,75.93,25.02,12.72,-20.18,57.0,215,4.45,10.51,14.64,13.14,31.9,,False
3MINDIA,NSE,EQ,INE470A01017,2026-07-22,35725.0,35300.0,35975.0,35030.0,35170.0,1.58,35590.28,5695,202686670.0,5137.0,1.11,,33836.14,33028.23,5.58,8.17,True,60.73,37635.0,28835.0,-5.08,23.89,215,1.58,-0.57,7.2,13.11,2.09,,False
3PLAND,NSE,EQ,INE105C01023,2026-07-22,31.85,32.5,32.5,31.33,32.07,-0.69,31.61,2774,87683.1,3896.0,0.71,,32.45,35.56,-1.86,-10.44,False,46.82,46.29,28.72,-31.19,10.9,215,-0.69,-0.22,-2.63,-9.39,-15.09,,False
5PAISA,NSE,EQ,INE618L01018,2026-07-22,369.95,375.0,378.85,367.3,377.45,-1.99,372.04,49320,18349039.65,90584.0,0.54,,348.77,335.79,6.07,10.17,True,54.04,390.85,249.1,-5.35,48.51,215,-1.99,-5.35,9.52,13.62,3.73,,False
5PAISA-RE,NSE,BE,INE618L20018,2026-04-07,0.33,0.33,0.33,0.33,0.3,10.0,0.33,116095,38311.35,31536.0,3.68,,0.13,0.11,158.86,207.66,True,,0.33,0.1,0.0,230.0,6,10.0,230.0,,,,,False
63MOONS,NSE,EQ,INE111B01023,2026-07-22,704.9,728.9,729.0,700.6,734.9,-4.08,713.56,184961,131980727.85,366875.0,0.5,,677.11,705.03,4.1,-0.02,False,53.44,941.6,470.3,-25.14,49.88,215,-4.08,-2.06,3.39,-3.17,1.46,,False
A2ZINFRA,NSE,EQ,INE619I01012,2026-07-22,12.56,13.04,13.54,12.35,12.98,-3.24,12.84,175020,2246917.78,224261.0,0.78,,14.15,15.87,-11.24,-20.84,False,35.91,20.72,12.56,-39.38,0.0,215,-3.24,-7.65,-11.74,-27.15,-11.92,,False
AAATECH,NSE,EQ,INE0D0U01013,2026-07-22,90.58,90.8,91.58,90.47,91.16,-0.64,90.73,4124,374182.7,20063.0,0.21,,95.05,94.13,-4.71,-3.77,True,38.89,125.44,77.0,-27.79,17.64,215,-0.64,-3.0,-4.8,-9.83,-19.69,,False
AADHARHFC,NSE,EQ,INE883F01010,2026-07-22,510.25,515.0,515.0,503.8,513.5,-0.63,508.0,630925,320512709.75,640378.0,0.99,,503.96,492.89,1.25,3.52,True,48.27,556.5,439.1,-8.31,16.2,215,-0.63,-0.68,3.02,3.15,5.57,,False
AAKAAR,NSE,SM,INE1GYP01013,2026-07-21,72.35,72.35,72.35,72.35,69.0,4.86,72.35,1600,115760.0,8400.0,0.19,,67.7,70.39,6.87,2.79,False,55.65,95.75,48.0,-24.44,50.73,194,4.86,1.97,1.33,29.43,-3.28,,True
AAKASH,NSE,EQ,INE087Z01024,2026-07-22,9.09,8.98,9.75,8.92,8.98,1.22,9.29,328603,3053375.63,142357.0,2.31,,9.02,9.02,0.77,0.75,False,50.75,11.9,7.68,-23.61,18.36,215,1.22,-0.76,-1.2,11.81,7.57,,False
AARADHYA,NSE,SM,INE124401014,2026-07-21,75.05,75.1,75.1,75.05,75.0,0.07,75.08,2400,180180.0,10320.0,0.23,,86.35,107.18,-13.09,-29.97,False,41.55,176.95,70.4,-57.59,6.61,157,0.07,-1.25,-8.48,-30.19,-51.23,,True
AAREYDRUGS,NSE,BE,INE198H01019,2026-07-22,75.98,76.5,77.01,75.98,77.53,-2.0,76.1,19649,1495256.25,22202.0,0.89,,81.55,77.47,-6.83,-1.92,True,36.74,99.25,50.75,-23.45,49.71,215,-2.0,-2.55,-13.13,-13.83,17.14,,False
AARNAV,NSE,EQ,INE750R01016,2026-07-22,28.91,30.73,30.98,28.1,30.73,-5.92,29.36,52300,1535668.97,168679.0,0.31,,25.69,25.98,12.51,11.26,False,58.77,31.52,21.69,-8.28,33.29,98,-5.92,10.64,18.34,21.17,,,False
AARON,NSE,EQ,INE721Z01010,2026-07-22,117.48,118.9,119.19,115.5,119.95,-2.06,117.43,9275,1089198.21,8405.0,1.1,,122.25,149.09,-3.9,-21.2,False,46.42,218.52,109.27,-46.24,7.51,215,-2.06,0.86,-2.18,-16.6,-30.02,,False
AARTECH,NSE,BE,INE01C001026,2026-07-22,47.88,48.3,48.77,47.2,47.48,0.84,48.09,10962,527134.32,199793.0,0.05,,47.19,48.4,1.45,-1.08,False,49.55,62.93,34.8,-23.92,37.59,215,0.84,-2.43,-5.56,-8.4,-4.79,,False
AARTIDRUGS,NSE,EQ,INE767A01016,2026-07-22,412.0,426.7,434.0,402.9,426.9,-3.49,414.46,311603,129146109.5,237385.0,1.31,,388.14,399.58,6.15,3.11,False,60.23,525.35,319.75,-21.58,28.85,215,-3.49,-2.28,9.46,13.94,4.66,,False
AARTIIND,NSE,EQ,INE769A01020,2026-07-22,495.95,502.85,504.8,485.7,499.5,-0.71,493.35,875805,432078417.4,911656.0,0.96,,474.82,435.05,4.45,14.0,True,57.06,513.1,340.0,-3.34,45.87,215,-0.71,-0.95,2.01,9.92,36.63,,False
AARTIPHARM,NSE,EQ,INE0LRU01027,2026-07-22,672.7,700.0,700.3,670.05,702.35,-4.22,681.09,244021,166200216.4,175473.0,1.39,,690.23,730.14,-2.54,-7.87,False,43.06,939.5,591.95,-28.4,13.64,215,-4.22,-6.34,-0.78,-4.81,-12.03,,False
AARTISURF,NSE,EQ,INE09EO01013,2026-07-22,388.2,405.0,405.0,385.05,399.05,-2.72,390.5,6823,2664376.45,8440.0,0.81,,384.92,406.9,0.85,-4.6,False,52.33,505.05,321.1,-23.14,20.9,215,-2.72,0.21,3.38,-2.22,2.0,,False
AARVEEDEN,NSE,BE,INE273D01019,2025-10-10,151.42,157.89,157.89,150.0,156.1,-3.0,151.92,13502,2051204.83,19872.0,0.68,,168.61,173.57,-10.19,-12.76,False,24.8,178.71,151.42,-15.27,0.0,25,-3.0,-8.18,-10.69,,,,False
AARVI,NSE,EQ,INE754X01016,2026-07-22,161.75,164.38,164.9,157.5,161.27,0.3,161.45,55117,8898459.18,64254.0,0.86,,142.15,131.9,13.78,22.63,True,65.02,161.75,117.26,0.0,37.94,215,0.3,9.96,17.14,20.63,24.58,,False
AASTHA,NSE,EQ,INE2FMX01012,2026-07-22,103.24,140.01,140.01,103.24,129.05,-20.0,114.76,18345174,2105288159.56,3575523.0,5.13,,130.73,134.84,-21.03,-23.43,False,,136.49,103.24,-24.36,0.0,13,-20.0,-19.77,,,,,False
AATMAJ,NSE,SM,INE0OB201016,2026-07-22,17.75,18.7,18.7,16.7,18.25,-2.74,17.61,10000,176100.0,5900.0,1.69,,19.67,20.45,-9.75,-13.22,False,41.42,25.25,17.75,-29.7,0.0,153,-2.74,-1.66,-12.56,-15.48,-15.48,,True
AAVAS,NSE,EQ,INE216P01012,2026-07-22,1444.0,1523.9,1544.9,1425.0,1521.7,-5.11,1457.53,487839,711039077.1,101985.0,4.78,,1434.68,1428.4,0.65,1.09,True,46.0,1736.4,1073.9,-16.84,34.46,215,-5.11,-3.79,-1.54,3.16,-0.21,,False
ABAN,NSE,BE,INE421A01028,2026-07-22,14.97,15.01,15.3,14.9,15.21,-1.58,15.03,38400,577313.3,100758.0,0.38,,17.25,27.43,-13.23,-45.42,False,45.39,45.34,13.18,-66.98,13.58,166,-1.58,-2.98,-11.94,-29.45,-62.06,,False
ABANSENT,NSE,BE,INE365O01028,2026-07-22,26.89,27.87,27.87,26.6,27.6,-2.57,27.07,8597,232724.27,7212.0,1.19,,28.24,27.8,-4.79,-3.28,True,41.86,47.96,24.9,-43.93,7.99,65,-2.57,-3.59,-0.11,7.99,,,False
ABB,NSE,EQ,INE117A01022,2026-07-22,7506.0,7532.0,7639.0,7485.5,7532.0,-0.35,7553.17,212131,1602261751.0,425638.0,0.5,,7008.61,6251.0,7.1,20.08,True,62.76,7667.5,4691.5,-2.11,59.99,215,-0.35,4.18,3.42,3.46,51.15,,False
ABBOTINDIA,NSE,EQ,INE358A01014,2026-07-22,28900.0,28900.0,28940.0,28210.0,28800.0,0.35,28675.04,21902,628040765.0,14294.0,1.53,,26823.53,27593.94,7.74,4.73,False,76.35,31255.0,25180.0,-7.53,14.77,215,0.35,4.56,10.88,13.85,2.88,,False
ABCAPITAL,NSE,EQ,INE674K01013,2026-07-22,400.6,408.4,411.4,398.4,409.05,-2.07,405.11,4736082,1918645089.0,4137330.0,1.14,,379.47,345.62,5.57,15.91,True,55.31,409.75,278.9,-2.23,43.64,215,-2.07,-0.92,2.21,16.25,14.18,,False
ABCOTS,NSE,EQ,INE08PH01015,2026-07-22,204.15,203.53,211.39,202.5,203.71,0.22,206.48,33436,6903721.52,57923.0,0.58,,232.49,324.15,-12.19,-37.02,False,36.55,456.5,198.38,-55.28,2.91,215,0.22,-1.2,-16.61,-49.06,-50.1,,False
ABDL,NSE,EQ,INE552Z01027,2026-07-22,615.7,618.0,628.65,611.6,619.4,-0.6,618.51,260401,161061747.65,605456.0,0.43,,608.13,556.32,1.25,10.67,True,45.58,702.7,384.15,-12.38,60.28,215,-0.6,-0.77,-2.51,8.94,27.43,,False
ABFRL,NSE,EQ,INE647O01011,2026-07-22,57.05,57.5,57.7,56.3,57.41,-0.63,56.89,3015586,171570026.9,5852113.0,0.52,,60.6,67.98,-5.86,-16.08,False,39.29,93.48,53.89,-38.97,5.86,215,-0.63,-3.73,-6.04,-11.48,-22.19,,False
ABGSEC,NSE,EQ,INF209KC1134,2026-07-20,114.77,113.7,114.77,113.63,114.78,-0.01,113.69,1711,194519.75,773.0,2.21,,113.13,111.81,1.45,2.65,True,57.75,115.08,109.63,-0.27,4.69,195,-0.01,0.68,2.12,2.56,3.9,,False
ABHAPOWER,NSE,SM,INE0UYG01015,2026-07-22,25.65,25.7,25.7,25.65,25.5,0.59,25.68,3200,82160.0,6240.0,0.51,,28.52,32.8,-10.05,-21.81,False,35.25,45.95,23.8,-44.18,7.77,194,0.59,-3.39,-8.39,3.01,-21.68,,True
ABINFRA,NSE,EQ,INE00YB01025,2026-07-22,10.2,10.3,10.31,10.12,10.32,-1.16,10.19,367247,3743923.48,6340525.0,0.06,,11.63,45.62,-12.26,-77.64,False,40.64,219.7,9.07,-95.36,12.46,215,-1.16,1.09,-2.11,-34.41,-46.62,,False
ABLBL,NSE,EQ,INE14LE01019,2026-07-22,93.81,94.22,94.81,93.51,94.89,-1.14,93.87,329419,30922068.58,776037.0,0.42,,98.47,110.76,-4.73,-15.31,False,40.89,149.15,88.23,-37.1,6.32,215,-1.14,-3.21,-4.79,-11.87,-20.76,,False
ABMINTLLTD,NSE,EQ,INE251C01025,2026-07-22,42.74,47.0,47.99,42.15,44.65,-4.28,44.48,7117,316551.72,1365.0,5.21,,42.54,43.88,0.46,-2.6,False,52.46,58.0,35.17,-26.31,21.52,201,-4.28,8.75,4.78,-4.04,-0.12,,False
ABMKNO,NSE,EQ,INE850B01026,2026-07-22,192.86,195.01,196.0,190.0,195.79,-1.5,193.54,2261,437603.98,3589.0,0.63,,214.17,235.03,-9.95,-17.94,False,35.12,254.8,192.86,-24.31,0.0,65,-1.5,-8.16,-8.38,-18.73,,,False
ABREL,NSE,EQ,INE055A01016,2026-07-22,1408.6,1446.0,1450.7,1398.2,1445.3,-2.54,1415.62,87321,123612999.5,190322.0,0.46,,1358.97,1447.38,3.65,-2.68,False,53.98,1931.1,1094.9,-27.06,28.65,215,-2.54,-1.26,7.22,-1.43,-9.23,,False
ABSL10BANK,NSE,EQ,INF209KC1670,2026-07-22,170.68,171.22,179.99,169.5,172.99,-1.34,170.35,43250,7367762.0,101788.0,0.42,,169.76,173.25,0.54,-1.48,False,48.07,183.1,154.26,-6.78,10.64,94,-1.34,-1.81,-0.55,-0.16,,,False
ABSLAMC,NSE,EQ,INE404A01024,2026-07-22,1002.9,1013.5,1021.5,974.3,1043.1,-3.85,998.53,1218591,1216803126.6,408202.0,2.99,,1097.53,966.54,-8.62,3.76,True,33.15,1199.0,716.95,-16.36,39.88,215,-3.85,-12.72,-15.04,-3.37,22.15,,False
ABSLBANETF,NSE,EQ,INF209KB17D5,2026-07-22,58.67,59.54,59.54,58.51,59.38,-1.2,58.65,54654,3205716.83,565202.0,0.1,,58.2,57.81,0.82,1.49,True,49.18,62.91,51.48,-6.74,13.97,215,-1.2,-0.76,-1.18,0.22,-3.57,,False
ABSLLIQUID,NSE,EQ,INF209KB18T9,2026-07-22,999.99,999.99,1000.01,999.99,1000.0,-0.0,1000.0,13262,13262002.46,6891.0,1.92,,1000.0,1000.0,-0.0,-0.0,False,44.23,1000.01,999.99,-0.0,0.0,215,-0.0,-0.0,-0.0,-0.0,0.0,,False
ABSLMSCIN,NSE,EQ,INF209KC1662,2026-07-22,29.31,29.73,29.73,29.28,29.59,-0.95,29.32,4466,130943.28,15395.0,0.29,,29.37,29.53,-0.21,-0.76,False,47.88,34.79,26.75,-15.75,9.57,100,-0.95,-0.64,-15.75,0.17,,,False
ABSLNN50ET,NSE,EQ,INF209KB16D7,2026-07-22,75.97,78.26,78.26,75.76,76.36,-0.51,76.12,5141,391339.13,29849.0,0.17,,74.66,72.61,1.75,4.63,True,54.93,76.45,64.56,-0.63,17.67,215,-0.51,0.42,-0.63,2.29,6.01,,False
ABSLPSE,NSE,EQ,INF209KB19Z4,2026-07-22,10.38,10.39,10.42,10.34,10.39,-0.1,10.37,71917,746014.39,160671.0,0.45,,10.45,10.36,-0.66,0.22,True,50.17,11.17,9.65,-7.07,7.56,215,-0.1,1.17,-1.98,-5.81,2.27,,False
ABSMARINE,NSE,ST,INE0QRV01016,2026-07-22,215.65,218.0,221.0,215.0,219.9,-1.93,216.77,31000,6719825.0,39300.0,0.79,,231.61,212.69,-6.89,1.39,True,36.58,301.35,149.55,-28.44,44.2,215,-1.93,-3.66,-9.92,-1.53,9.61,,True
ACC,NSE,EQ,INE012A01025,2026-07-22,1359.0,1388.8,1388.8,1356.0,1387.8,-2.08,1362.19,104453,142285086.4,153347.0,0.68,,1373.8,1531.55,-1.08,-11.27,False,48.23,1913.7,1254.6,-28.99,8.32,215,-2.08,-1.75,0.68,-5.49,-20.4,,False
ACCELYA,NSE,EQ,INE793A01012,2026-07-22,1128.1,1148.0,1154.7,1122.5,1148.5,-1.78,1133.89,8151,9242344.9,7262.0,1.12,,1129.52,1218.48,-0.13,-7.42,False,51.48,1501.4,1024.6,-24.86,10.1,215,-1.78,1.5,0.52,-6.31,-13.92,,False
ACCENTMIC,NSE,SM,INE0Q5D01013,2026-07-22,493.55,501.5,514.0,486.0,509.55,-3.14,498.26,50500,25162225.0,70550.0,0.72,,473.35,392.53,4.27,25.74,True,50.33,527.55,243.5,-6.44,102.69,215,-3.14,-5.36,10.09,18.0,40.71,,True
ACCORD,NSE,ST,INE113X01015,2026-07-17,202.35,202.35,202.35,202.35,206.45,-1.99,202.35,10000,2023500.0,19500.0,0.51,,121.33,58.57,66.77,245.46,True,87.48,210.65,19.85,-3.94,919.4,99,-1.99,1.91,103.16,659.29,,,True
ACCPL,NSE,ST,INE0T8T01010,2026-07-22,164.1,163.45,165.0,156.15,163.45,0.4,161.06,10800,1739400.0,21420.0,0.5,,141.95,101.8,15.6,61.2,True,61.51,169.0,54.6,-2.9,200.55,211,0.4,2.15,15.85,82.43,102.34,,True
ACCURACY,NSE,BE,INE648Z01023,2026-07-22,5.01,5.01,5.07,4.9,5.01,0.0,5.0,14980,74959.96,52773.0,0.28,,5.28,5.53,-5.1,-9.45,False,38.71,7.31,3.47,-31.46,44.38,215,0.0,-1.57,-11.48,-8.58,-6.88,,False
ACE,NSE,EQ,INE731H01025,2026-07-22,1007.6,1040.0,1049.8,1005.0,1035.5,-2.69,1028.2,594830,611605089.0,589996.0,1.01,,956.61,946.09,5.33,6.5,True,55.76,1155.4,748.95,-12.79,34.54,215,-2.69,0.32,-0.41,10.39,13.67,,False
ACEINTEG,NSE,EQ,INE543V01017,2026-07-22,19.16,19.56,19.56,19.0,19.56,-2.04,19.24,3606,69396.82,10103.0,0.36,,20.38,20.73,-5.99,-7.56,False,37.19,27.09,15.25,-29.27,25.64,215,-2.04,-6.4,-9.02,-12.55,-3.18,,False
ACETEC,NSE,SM,INE1J6M01010,2026-07-22,141.0,127.0,146.9,127.0,126.0,11.9,135.53,36000,4879080.0,23580.0,1.53,,125.96,122.78,11.94,14.84,True,64.45,146.45,116.5,-3.72,21.03,69,11.9,11.9,11.9,3.68,,,True
ACI,NSE,EQ,INE128X01021,2026-07-22,562.5,590.0,592.4,556.1,588.45,-4.41,571.53,277766,158752639.75,324392.0,0.86,,545.81,578.09,3.06,-2.7,False,58.5,715.6,489.45,-21.39,14.92,215,-4.41,3.44,5.44,-6.16,10.09,,False
ACL,NSE,EQ,INE666E01020,2026-07-22,48.7,48.89,49.5,48.5,48.89,-0.39,48.8,4324,211007.93,15107.0,0.29,,52.07,63.17,-6.47,-22.9,False,24.32,104.76,40.79,-53.51,19.39,215,-0.39,-1.0,-7.97,-12.52,-28.63,,False
ACLGATI,NSE,EQ,INE152B01027,2025-11-11,66.05,66.31,66.89,64.95,65.35,1.07,65.95,909770,59998253.29,631820.0,1.44,,61.74,61.76,6.98,6.94,False,60.95,66.37,57.18,-0.48,15.51,45,1.07,-0.48,13.45,,,,False
ACMESOLAR,NSE,EQ,INE622W01025,2026-07-22,369.6,373.1,376.25,363.6,373.1,-0.94,368.73,678714,250260112.7,1899745.0,0.36,,347.66,296.45,6.31,24.68,True,51.8,394.0,198.96,-6.19,85.77,215,-0.94,-5.75,5.65,24.76,64.57,,False
ACSTECH,NSE,EQ,INE366C01021,2026-07-22,40.6,40.12,41.0,39.8,40.12,1.2,40.33,90132,3634830.3,338345.0,0.27,,40.35,39.58,0.61,2.56,True,47.3,45.31,32.34,-10.4,25.54,65,1.2,-6.15,2.47,0.0,,,False
ACTIVEINFR,NSE,SM,INE0KLO01025,2026-07-21,180.0,180.0,180.0,180.0,179.8,0.11,180.0,600,108000.0,1440.0,0.42,,175.99,175.27,2.28,2.7,True,57.26,186.0,170.0,-3.23,5.88,110,0.11,0.95,0.39,5.26,,,True
ACUTAAS,NSE,EQ,INE00FF01025,2026-07-22,3659.6,3670.0,3693.0,3616.3,3677.0,-0.47,3656.2,161629,590947580.4,399445.0,0.4,,3239.27,2465.37,12.98,48.44,True,64.7,3694.8,1317.8,-0.95,177.71,215,-0.47,3.18,12.62,54.13,117.41,,False
ADANI-RE,NSE,BE,INE423A20016,2025-12-05,430.65,377.0,435.5,368.0,378.8,13.69,392.92,953402,374607112.8,2016284.0,0.47,,487.53,506.91,-11.67,-15.04,False,,514.3,349.8,-16.26,23.11,9,13.69,-2.66,,,,,False
ADANIENSOL,NSE,EQ,INE931S01010,2026-07-22,1724.4,1750.3,1758.0,1712.4,1741.6,-0.99,1736.35,2410451,4185392709.8,2743634.0,0.88,,1527.82,1209.8,12.87,42.54,True,69.19,1741.6,755.95,-0.99,128.11,215,-0.99,2.77,12.02,36.28,84.92,,False
ADANIENT,NSE,EQ,INE423A01024,2026-07-22,3147.7,3182.0,3201.9,3139.0,3182.7,-1.1,3168.32,977224,3096162532.2,1925813.0,0.51,,2940.76,2531.12,7.04,24.36,True,57.06,3212.1,1758.8,-2.0,78.97,215,-1.1,-0.09,2.88,41.41,45.83,,False
ADANIGREEN,NSE,EQ,INE364U01010,2026-07-22,1472.3,1548.0,1548.0,1464.7,1541.9,-4.51,1500.51,3809107,5715594501.6,2729807.0,1.4,,1450.15,1193.64,1.53,23.35,True,44.8,1604.5,772.8,-8.24,90.52,215,-4.51,-5.34,-5.01,28.03,57.18,,False
ADANIPORTS,NSE,EQ,INE742F01042,2026-07-22,1819.4,1837.1,1847.2,1811.9,1846.5,-1.47,1828.42,1436881,2627220110.7,1691724.0,0.85,,1783.54,1598.42,2.01,13.82,True,49.94,1883.2,1303.6,-3.39,39.57,215,-1.47,-0.53,-0.43,14.13,27.36,,False
ADANIPOWER,NSE,EQ,INE814H01029,2026-07-22,216.95,220.37,221.7,211.9,220.37,-1.55,218.0,45613497,9943642951.94,32135504.0,1.42,,217.96,245.49,-0.46,-11.63,False,45.44,709.4,132.96,-69.42,63.17,215,-1.55,-0.92,-7.2,6.88,51.31,,False
ADDICTIVE,NSE,SM,INE0RDH01021,2026-07-22,39.0,40.9,41.9,38.9,40.9,-4.65,40.91,116500,4766375.0,27925.0,4.17,,52.9,80.94,-26.28,-51.81,False,36.09,132.0,37.7,-70.45,3.45,143,-4.65,-6.02,-18.41,-53.87,-66.09,,True
ADFFOODS,NSE,EQ,INE982B01027,2026-07-22,299.9,300.85,302.2,295.55,302.2,-0.76,298.65,79498,23741978.5,982853.0,0.08,,289.27,246.79,3.67,21.52,True,48.28,320.4,157.89,-6.4,89.94,215,-0.76,-1.67,-4.41,33.71,54.72,,False
ADISOFT,NSE,SM,INE20PL01012,2026-07-22,181.9,181.5,183.0,180.0,182.7,-0.44,181.81,30400,5527160.0,57560.0,0.53,,198.64,209.79,-8.43,-13.29,False,43.23,263.4,178.65,-30.94,1.82,57,-0.44,-6.14,-8.25,,,,True
ADL,NSE,EQ,INE0CHO01012,2026-07-22,71.87,70.87,73.4,68.2,71.22,0.91,70.81,1025,72578.22,1103.0,0.93,,71.27,74.89,0.85,-4.03,False,52.17,93.51,52.52,-23.14,36.84,214,0.91,2.69,6.11,-5.3,-5.47,,False
ADOR,NSE,EQ,INE045A01017,2026-07-22,1477.9,1550.7,1597.0,1460.0,1507.2,-1.94,1534.02,292167,448188832.3,74087.0,3.94,,1235.45,1092.78,19.62,35.24,True,74.76,1507.2,851.8,-1.94,73.5,215,-1.94,8.49,18.45,42.58,43.75,,False
ADROITINFO,NSE,EQ,INE737B01033,2026-07-22,9.2,9.02,9.3,9.02,9.12,0.88,9.16,5112,46812.46,21044.0,0.24,,9.16,9.68,0.42,-5.01,False,53.83,11.81,8.23,-22.1,11.79,215,0.88,3.72,0.0,-3.16,-8.37,,False
ADSL,NSE,EQ,INE102I01027,2026-07-22,116.85,118.8,118.8,116.0,118.35,-1.27,116.8,105225,12290342.77,588676.0,0.18,,121.24,132.53,-3.62,-11.83,False,41.95,203.19,87.17,-42.49,34.05,215,-1.27,-3.79,-5.05,-1.77,-10.78,,False
ADVAIT,NSE,EQ,INE0ALI01010,2026-07-22,2296.2,2269.0,2363.5,2234.3,2251.7,1.98,2313.86,83033,192126859.2,44801.0,1.85,,2153.49,1818.99,6.63,26.24,True,57.64,2450.6,1375.6,-6.3,66.92,123,1.98,8.35,-6.3,17.25,,,False
ADVANCE,NSE,EQ,INE1B0W01010,2026-07-22,111.77,111.98,114.37,109.25,111.21,0.5,112.14,297520,33364615.57,303809.0,0.98,,108.34,111.53,3.16,0.21,False,53.71,147.57,84.96,-24.26,31.56,193,0.5,-0.74,1.78,-1.46,-9.81,,False
ADVANIHOTR,NSE,EQ,INE199C01026,2026-07-22,52.17,51.8,53.0,51.33,52.01,0.31,51.86,20217,1048380.02,22899.0,0.88,,52.85,54.82,-1.29,-4.83,False,45.86,62.14,47.1,-16.04,10.76,215,0.31,0.17,-2.89,-5.13,-5.16,,False
ADVENTHTL,NSE,EQ,INE28GN01010,2026-07-22,144.11,146.63,146.63,143.0,145.44,-0.91,144.53,46368,6701401.05,621178.0,0.07,,146.39,195.66,-1.56,-26.35,False,49.43,328.65,120.9,-56.15,19.2,169,-0.91,-1.02,-0.93,-11.44,-35.0,,False
ADVENZYMES,NSE,EQ,INE837H01020,2026-07-22,313.05,319.45,324.65,312.55,321.35,-2.58,316.21,181585,57419791.3,478209.0,0.38,,337.59,327.08,-7.27,-4.29,True,35.15,392.1,255.3,-20.16,22.62,215,-2.58,-4.43,-16.51,5.17,7.87,,False
AEGISLOG,NSE,EQ,INE208C01025,2026-07-22,1351.3,1340.0,1368.0,1321.3,1313.5,2.88,1348.19,1774539,2392420388.6,3035885.0,0.58,,1069.14,832.23,26.39,62.37,True,63.27,1409.2,587.95,-4.11,129.83,215,2.88,2.29,26.33,85.8,86.58,,False
AEGISVOPAK,NSE,EQ,INE0INX01018,2026-07-22,295.66,288.38,301.9,282.33,288.45,2.5,296.17,4359357,1291123891.57,3333303.0,1.31,,243.06,228.29,21.64,29.51,True,65.78,303.3,161.65,-2.52,82.9,215,2.5,4.86,20.05,49.11,28.34,,False
AEPL,NSE,EQ,INE757T01025,2026-07-22,14.97,15.0,16.2,14.86,15.29,-2.09,15.32,68158,1044018.23,16297.0,4.18,,16.56,17.4,-9.62,-13.97,False,33.07,19.66,13.99,-23.86,7.01,88,-2.09,-3.79,-9.16,-21.17,,,False
AEQUS,NSE,EQ,INE947N01017,2026-07-22,232.74,240.0,240.25,230.32,238.5,-2.42,233.63,2164509,505704118.48,9511782.0,0.23,,216.13,176.21,7.69,32.08,True,51.81,258.07,115.11,-9.82,102.19,150,-2.42,-3.46,-1.74,22.26,64.39,,False
AEROENTER,NSE,EQ,INE065D01027,2026-07-22,116.48,119.95,119.95,115.91,119.5,-2.53,117.06,277453,32479783.54,893642.0,0.31,,114.96,96.37,1.32,20.87,True,44.68,144.99,64.94,-19.66,79.37,215,-2.53,-3.38,-19.66,32.26,46.46,,False
AEROFLEX,NSE,EQ,INE024001021,2026-07-22,407.1,416.0,417.55,402.3,413.4,-1.52,410.04,818242,335514732.5,1321411.0,0.62,,411.9,302.12,-1.17,34.75,True,43.07,510.9,158.8,-20.32,156.36,215,-1.52,-3.34,-20.12,40.81,126.58,,False
